colonia_geo,alcaldia_geo,n_listings,precio_promedio,ingreso_anual_promedio,ocupacion_promedio,dist_transporte_promedio,tasa_crimen,reviews_promedio,score_precio,score_ocupacion,score_seguridad,score_transporte,score_total
mixcoac,benito juarez,22,796.5,116576.545454545,0.468244084682441,0.0760315371094038,0.00164549463568749,56.4090909090909,-0.330704368589247,1.17653532594628,-0.227344068296022,0.612490480648233,0.330778569677553
lomas de reforma,miguel hidalgo,12,1505.41666666667,146069.166666667,0.320091324200913,0.278599411140915,6.58197854274995e-05,21.6666666666667,1.10125987316705,-0.0240350675934245,0.454243236262695,-0.421113152008968,0.329793458522833
anzures,miguel hidalgo,220,1468.39545454545,169198.336363636,0.297945205479452,0.0981637430035815,0.00131639570854999,48.0454545454546,1.02647950131697,-0.203498307983852,-0.0853467131796217,0.499560784760816,0.329737172316175
el reloj,coyoacan,12,1005.66666666667,141680.5,0.431506849315069,0.224018980659393,0.000394918712564997,68.9166666666667,0.0917983053038177,0.878831543855323,0.312245881146296,-0.142616221104125,0.325114886756177
barrio del nino jesus,tlalpan,20,1027.65,130625.35,0.401917808219178,0.190359099083211,0.000197459356282499,26.7,0.136203168002221,0.639053853601721,0.397444294216136,0.0291335000117756,0.317892665326765
militar marte,iztacalco,5,494,103617.4,0.494246575342466,0.0723946104678967,0.000460738497992497,32.2,-0.941734132028222,1.3872490537449,0.283846410123016,0.6310479177855,0.316633342096708
claveria,azcapotzalco,8,775.25,171851,0.554452054794521,0.334596138889845,0.00105311656683999,122.5,-0.373627947012646,1.87513004849702,0.0282511709134985,-0.706836747099899,0.314733515208033
ampliacion del carmen,coyoacan,59,1234.40677966102,150853.93220339,0.32560947295101,0.148116557140149,6.58197854274995e-05,76.3050847457627,0.553838031359825,0.0206817908369006,0.454243236262695,0.244676290366733,0.312139851984903
merced gomez,benito juarez,15,852.8,98036.4666666667,0.390684931506849,0.0656933983748376,0.000263279141709998,25.5333333333333,-0.216982134931018,0.548027137857298,0.369044823192856,0.665240887404733,0.306170642997402
progreso tizapan,alvaro obregon,13,1357.53846153846,145612.307692308,0.297154899894626,0.127990194069381,0.000526558283419996,25.1538461538462,0.80255579152319,-0.209902626633788,0.255446939099737,0.347371162796934,0.298359569846155
ampliacion daniel garza,miguel hidalgo,27,1483.66666666667,202952.407407407,0.249213597158803,0.0812635927430072,0.000658197854274995,132.703703703704,1.05732632819251,-0.59839966513163,0.198647997053177,0.585793889517915,0.294566376232483
