ID,ID_CI,ct_inicio,impacto,delito,modalidad_delito,fecha,calle1_hechos,calle2_hechos,colonia_hechos,alcaldia_hechos,ct_hechos,cord_x,cord_y,
2426,9899384,GAP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,15/01/2025,CUITLAHUAC,NO SE ESPECIFICA,PRO-HOGAR,AZCAPOTZALCO,AZ-4,-99.1528073,19.47468659,
2427,9899389,UAT-MH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,28/01/2025,EJE 2 NORTE AVENIDA MANUEL GONZALEZ,SIN REGISTRO,ATLAMPA,CUAUHTEMOC,CUH-1,-99.14927191,19.45732007,
2428,9899408,UAT-TLP-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,29/01/2025,HOSPITAL GENERAL DE TOPIELJO,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
2429,9899412,UAT-COY-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,JUMIL,SIN REGISTRO,PEDREGAL DE SANTO DOMINGO,COYOACAN,COY-1,-99.16981371,19.32568039,
2430,9899423,CEN-B,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,29/01/2025,SIN DETERMINAR,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
2431,9899454,UAT-MH-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/01/2025,OBSERVATORIO,NO SE ESPECIFICA,OBSERVATORIO,MIGUEL HIDALGO,MH-5,-99.19080679,19.40390492,
2432,9899473,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/01/2025,MANUEL GONZALEZ,PASEO DE LA REFORMA,NONOALCO TLATELOLCO,CUAUHTEMOC,CUH-1,-99.13095825,19.45301753,
2433,9899487,UAT-VC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,18/01/2025,MANGANESO,NO SE ESPECIFICA,FELIPE ÁNGELES,VENUSTIANO CARRANZA,VC-1,-99.10976931,19.45258724,
2434,9899485,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,26/01/2025,ATOTONILCO,SIN REGISTRO,SAN FELIPE DE JESÚS,GUSTAVO A MADERO,GAM-5,-99.06984278,19.49832335,
2435,9899490,UAT-CUJ-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/01/2025,CONSTANCIA,NO SE ESPECIFICA,SAN PABLO CHIMALPA,CUAJIMALPA DE MORELOS,CJ-1,-99.3149101,19.35391925,
2436,9899488,UAT-GAM-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/01/2025,FERROCARRIL MEXICANO,NO SE ESPECIFICA,TEPEYAC INSURGENTES,GUSTAVO A MADERO,GAM-6,-99.1198243,19.47938559,
2437,9899496,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,24/11/2024,INSURGENTES SUR,NO SE ESPECIFICA,SAN ANGEL,ALVARO OBREGON,AO-4,-99.1904772,19.33931052,
2438,9899516,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/01/2025,MANUEL M LOPEZ,SIN REGISTRO,SAN MIGUEL ZAPOTITLA,TLAHUAC,TLH-1,-99.0384142,19.30979764,
2439,9899518,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,SIN DETERMINAR,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
2440,9899522,FDS-5,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,28/01/2025,UNIVERSIDAD,NO SE ESPECIFICA,LETRÁN VALLE,BENITO JUAREZ,BJ-2,-99.15985036,19.3764331,
2441,9899521,AEJPA,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,18/10/2024,PENINSULA,NO SE ESPECIFICA,INFONAVIT IZTACALCO,IZTACALCO,IZC-2,-99.10983514,19.38575973,
2442,9899531,E,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,15/01/2025,NO ESPECIFICA LUGAR EXACTO DE LOS HECHOS,SIN REGISTRO,ESTRELLA DEL SUR,IZTAPALAPA,IZP-2,-99.09878104,19.34896977,
2443,9899544,UAT-BJ-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/01/2025,COLIMA,NO SE ESPECIFICA,ROMA NORTE,CUAUHTEMOC,CUH-7,-99.15984152,19.41866276,
2444,9899542,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,24/01/2025,ENCINO,NO SE ESPECIFICA,GARCIMARRERO NORTE,ALVARO OBREGON,AO-2,-99.23535311,19.37034437,
2445,9899547,IZP-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/01/2025,AZUCENAS,NO SE ESPECIFICA,EL ROSARIO,IZTAPALAPA,IZP-8,-99.06436495,19.29953088,
2446,9899548,FDS-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,28/01/2025,YAXCABA,VOLCANES,PEDREGAL DE SAN NICOLÁS 1A SECCIÓN,TLALPAN,TLP-1,-99.24105823,19.2922379,
2447,9899560,FDS-6,ALTO IMPACTO,VIOLACIÓN,VIOLACION,01/02/2024,NO ESPECIFICA LUGAR EXACTO DE LOS HECHOS,SIN REGISTRO,GUADALUPE INN,ALVARO OBREGON,AO-4,-99.18721784,19.35510388,
2448,9899563,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/01/2025,PROCURADURIA GENERAL ED JUSTICIA,NO SE ESPECIFICA,FEDERAL,VENUSTIANO CARRANZA,VC-4,-99.0911173,19.42108421,
2449,9899566,UAT-MC-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,NOGAL,SIN REGISTRO,LOMAS DE SAN BERNABÉ,LA MAGDALENA CONTRERAS,MC-1,-99.26274991,19.31269611,
2450,9899573,UAT-TLP-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/01/2025,TLAHUAC,NO SE ESPECIFICA,SAN ANTONIO CULHUACÁN,IZTAPALAPA,IZP-7,-99.10880739,19.33978078,
2451,9899589,B,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,20/01/2025,ORIENTE 168,NO SE ESPECIFICA,MOCTEZUMA 2A SECCIÓN,VENUSTIANO CARRANZA,VC-2,-99.09436697,19.43521408,
2452,9899591,E,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,23/10/2024,NO ESPECIFICA LUGAR EXACTO DE LOS HECHOS,SIN REGISTRO,IZTLAHUACÁN,IZTAPALAPA,IZP-10,-98.99775243,19.33611872,
2453,9899592,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/01/2025,PRIVADA DE CARACOL,NO SE ESPECIFICA,SAN MIGUEL TOPILEJO,TLALPAN,TLP-3,-99.1472427,19.19966352,
2454,9899598,FDS-2,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,24/12/2024,NO ESPECIFICA LUGAR EXACTO DE LOS HECHOS,DOMICILIO DE LA VICTIMA DATO RESERVADO,SIN REGISTRO,ALVARO OBREGON,FIAO-0,SIN REGISTRO,SIN REGISTRO,
2455,9899614,UAT-GAM-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,14/05/2024,HACIENDA DE ENMEDIO,NO SE ESPECIFICA,PRADOS DE CUAUTEPEC,GUSTAVO A MADERO,GAM-1,-99.14181983,19.56174806,
2456,9899616,UAT-VC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,ORIENTE 166,SIN REGISTRO,MOCTEZUMA 2A SECCIÓN,VENUSTIANO CARRANZA,VC-2,-99.09794562,19.42763514,
2457,9899617,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,ZACAPOAXTLA,NO SE ESPECIFICA,SAN FELIPE DE JESÚS,GUSTAVO A MADERO,GAM-5,-99.06747273,19.49429974,
2458,9899620,UAT-TLP-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,TIXCOCOB,SIN REGISTRO,CUCHILLA DE PADIERNA,TLALPAN,TLP-1,-99.21829506,19.27658562,
2459,9899642,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,27/08/2012,SE IGNORA CALLE DE HECHOS,NO SE ESPECIFICA,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,AZ-2,-99.18471784,19.48026872,
2460,9899653,IZP-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/01/2025,CAPULIN,NO SE ESPECIFICA,SAN JUAN XALPA,IZTAPALAPA,IZP-7,-99.08517786,19.33163952,
2461,9899667,CEN-B,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,12/11/2024,ALCANFORES,ATLACOMULCO,LA CASILDA,GUSTAVO A MADERO,GAM-1,-99.12400994,19.55273803,
2462,9899675,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/01/2024,NORTE 60 A,NO SE ESPECIFICA,TABLAS DE SAN AGUSTÍN,GUSTAVO A MADERO,GAM-7,-99.11291721,19.46362608,
2463,9899691,B,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,PRIVADA MONTSERRAT,NO SE ESPECIFICA,PUEBLO LA CANDELARIA,COYOACAN,COY-4,-99.15107351,19.32991682,
2464,9899695,D,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
2465,9899701,UAT-COY-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,SIN REGISTRO,SIN REGISTRO,EMILIANO ZAPATA,COYOACAN,COY-3,-99.13839166,19.32470941,
2466,9899707,UAT-MIL-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,TLALTENAMIC,NO SE ESPECIFICA,SAN JUAN (SAN PABLO OZTOTEPEC),MILPA ALTA,MIL-1,-99.06060892,19.18410549,
2467,9899716,UAT-BJ-1,ALTO IMPACTO,HOMICIDIO DOLOSO,FEMINICIDIO POR GOLPES,30/01/2025,CHICAGO,SIN REGISTRO,NAPOLES,BENITO JUAREZ,BJ-1,-99.1759108,19.39636159,
2468,9899719,UAT-TLP-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,17/01/2025,INTERIOR DEL CENTRO FEMENIL DE REINSERCION SOCIAL TEPEPAN,SIN REGISTRO,VALLE ESCONDIDO,TLALPAN,TLP-3,-99.1444999,19.27456875,
2469,9899721,FDS-6,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,30/01/2025,GENERAL SOSTENES ROCHA,Y GOBERNADOR VICENTE EGUIA,OBSERVATORIO,MIGUEL HIDALGO,MH-5,-99.19128385,19.4080807,
2470,9899730,FDS-6,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,01/01/2025,XXXXX,SIN REGISTRO,SIN REGISTRO,CUAUHTEMOC,FICUH-0,SIN REGISTRO,SIN REGISTRO,
2471,9899737,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/01/2025,RETORNO V EDIFICIO 61 DPTO 302,NO SE ESPECIFICA,RINCONADA DEL SUR,XOCHIMILCO,XO-1,-99.12102791,19.25984221,
2472,9899744,A,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,13/01/2025,2A JESUS DEL MONTE CERRADA DE JESUS DEL MONTE,SIN REGISTRO,JESÚS DEL MONTE,CUAJIMALPA DE MORELOS,CJ-1,-99.29290961,19.36555147,
2473,9899752,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/01/2025,JOSE FLORES,NO SE ESPECIFICA,SANTA MARIA AZTAHUACAN,IZTAPALAPA,IZP-5,-99.0285469,19.35153887,
2474,9899768,UAT-XO-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,26/01/2025,CIRCUITO MARTINEZ DE CASTRO,GASODUCTO,SAN MATEO XALPA,XOCHIMILCO,XO-1,-99.12281283,19.23343748,
2475,9899781,UAT-BJ-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,30/01/2025,PAJARES,SIN REGISTRO,PROGRESO DEL SUR,IZTAPALAPA,IZP-2,-99.11238109,19.35060597,
2476,9899796,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/01/2025,SAN ALBERTO,NO SE ESPECIFICA,PEDREGAL DE SANTA URSULA,COYOACAN,COY-4,-99.1469987,19.31475119,
2477,9899799,GAP,ALTO IMPACTO,VIOLACIÓN,VIOLACION,29/01/2025,.,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
2478,9899798,FDS-6,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,10/05/1969,NO PRECISA,NO SE ESPECIFICA,LOMAS DE PLATEROS,ALVARO OBREGON,AO-1,-99.2030951,19.36672415,
2479,9899807,FDS-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,08/06/2024,ALAMEDA CENTRAL,NO SE ESPECIFICA,CENTRO,CUAUHTEMOC,CUH-6,-99.14778382,19.43528417,
2480,9899817,E,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,18/01/2025,SE IGNORA CALLE DE HECHOS,NO SE ESPECIFICA,LA CARBONERA,LA MAGDALENA CONTRERAS,MC-2,-99.25727068,19.29911521,
2481,9899820,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,26/01/2025,19,NO SE ESPECIFICA,OLIVAR DEL CONDE 1A SECCIÓN,ALVARO OBREGON,AO-1,-99.20478232,19.37620121,
2482,9899828,CUH-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,MIGUEL E SCHULTZ,SIN REGISTRO,SAN RAFAEL,CUAUHTEMOC,CUH-5,-99.16130031,19.43580718,
2483,9899832,UAT-XO-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2024,EMENERGILIO GALEANA,NO SE ESPECIFICA,BARRIO XALTOCAN,XOCHIMILCO,XO-2,-99.09620911,19.25228711,
2484,9899843,UAT-TLH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/01/2025,RAFAEL OROPEZA,SIN REGISTRO,BARRIO SAN MIGUEL,TLAHUAC,TLH-2,-98.97170641,19.30730829,
2485,9899853,GAM-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,25/01/2025,AMPLIACION PROGRESO NACIONAL,CALLE 11,AMPLIACIÓN PROGRESO NACIONAL,GUSTAVO A MADERO,GAM-2,-99.16013137,19.52003515,
2486,9899854,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,21/01/2025,REYNA XOCHILT,CALZ MEXICO TACUBA,POPOTLA,MIGUEL HIDALGO,MH-1,-99.17679333,19.45562585,
2487,9899857,IZP-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,DEPORTES,NO SE ESPECIFICA,SAN LORENZO TEZONCO,IZTAPALAPA,IZP-8,-99.06703926,19.31057996,
2488,9899855,C,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/11/2024,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
2489,9899858,UAT-AO-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,23/01/2025,SANTA LUCIA,NO SE ESPECIFICA,MOLINO DE SANTO DOMINGO,ALVARO OBREGON,AO-1,-99.20818177,19.39303878,
2490,9899867,FDS-5,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,02/11/2024,CONFIDENCIAL DOMICILIO DE LA VICTIMA,NO SE ESPECIFICA,SAN JUAN XALPA,IZTAPALAPA,IZP-7,-99.08510867,19.3334969,
2491,9899878,UAT-TLP-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/01/2025,PRIVADA DEL CARACOL,SIN REGISTRO,SAN MIGUEL TOPILEJO,TLALPAN,TLP-3,-99.14977686,19.19847004,
2492,9899901,GAM-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,16/01/2025,TURQUESA,NO SE ESPECIFICA,ESTRELLA,GUSTAVO A MADERO,GAM-6,-99.11445993,19.47502634,
2493,9899904,UAT-MC-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,30/01/2025,DALIAS,SIN REGISTRO,SAN BERNABÉ OCOTEPEC,LA MAGDALENA CONTRERAS,MC-1,-99.25337794,19.31649725,
2494,9899910,FDS-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,19/01/2025,LONDRES,SIN REGISTRO,DEL CARMEN,COYOACAN,COY-2,-99.15962926,19.35639503,
2495,9899909,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/01/2025,CUITATAN,CARRASCCO,CANTERA PUENTE DE PIEDRA,TLALPAN,TLP-3,-99.16440679,19.29729564,
2496,9899913,C,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/12/2024,CLAVEL NORTE,SIN REGISTRO,SAN PEDRO MÁRTIR,TLALPAN,TLP-3,-99.16433433,19.27066532,
2497,9899920,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/01/2025,JOSE JOAQUIN,NO SE ESPECIFICA,OBRERA,CUAUHTEMOC,CUH-8,-99.136215,19.41528478,
2498,9899954,UAT-GAM-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,30/01/2025,ORIENTE 157,MANUEL BUENROSTRO,EL COYOL,GUSTAVO A MADERO,GAM-5,-99.09108245,19.48555775,
2499,9899956,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,BUENAVISTA,SIN REGISTRO,SAN NICOLÁS TOTOLAPAN,LA MAGDALENA CONTRERAS,MC-2,-99.25258578,19.29614602,
2500,9899961,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/01/2025,ORIENTE 255,SIN REGISTRO,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.06322824,19.39956524,
2501,9899976,FDS-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,30/01/2025,TEPETLE,SIN REGISTRO,TEPETONGO,TLALPAN,TLP-2,-99.18789761,19.27102904,
2502,9899979,FDS-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,30/01/2025,MIGUEL HIDALGO,SIN REGISTRO,XALPA,IZTAPALAPA,IZP-10,-99.01532979,19.33036919,
2503,9899996,AEJPA,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/01/2025,GENERAL MIGUEL ENRIQUEZ GUZMAN,SIN REGISTRO,CERRILLOS TERCERA SECCIÓN,XOCHIMILCO,XO-2,-99.01965342,19.25144842,
2504,9900002,UAT-VC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/01/2025,FERROCARRIL INTEROCEANICO,SIN REGISTRO,AMPLIACIÓN PENITENCIARIA,VENUSTIANO CARRANZA,VC-1,-99.11623596,19.43697088,
2505,9900009,FDS-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,30/01/2025,SANTA FE,SIN REGISTRO,LOMAS DE SANTA FE,CUAJIMALPA DE MORELOS,CJ-2,-99.26633638,19.36203074,
2506,9900020,AEJPA,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,25/01/2025,CALLE A,SIN REGISTRO,EDUCACIÓN,COYOACAN,COY-3,-99.13325061,19.33745729,
2507,9900033,UAT-COY-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,LAS FLORES,SIN REGISTRO,PEDREGAL DE SANTA URSULA,COYOACAN,COY-4,-99.14836713,19.30722131,
2508,9900039,UAT-BJ-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,PEDRO ROMERO DE TERREROS,SIN REGISTRO,DEL VALLE CENTRO,BENITO JUAREZ,BJ-2,-99.17128213,19.39530057,
2509,9900051,UAT-XO-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,2DA TABACHINES,ENCINAS Y AHUEJOTES,SAN MARCOS NORTE,XOCHIMILCO,XO-1,-99.10957434,19.26936976,
2510,9900055,FDS-6,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,13/11/2024,GOBERNADOR JOSE CEBALLOS,SIN REGISTRO,SAN MIGUEL CHAPULTEPEC,MIGUEL HIDALGO,MH-5,-99.18693253,19.41001227,
2511,9900056,UAT-IZC-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,PICOS 2 A,CALLE ORIENTE 116,LOS PICOS DE IZTACALCO SECCIÓN 1B,IZTACALCO,IZC-2,-99.10675879,19.38728419,
2512,9900058,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,29/01/2025,JOSEFA ORTIZ DE DOMINGUEZ,SIN REGISTRO,BARRIO LA SANTÍSIMA,XOCHIMILCO,XO-2,-99.09394488,19.26311498,
2513,9900066,UAT-TLP-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,TINUM,SIN REGISTRO,PEDREGAL DE SAN NICOLÁS 3A SECCIÓN,TLALPAN,TLP-1,-99.235986,19.2849372,
2514,9900069,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,SASTRERIA,SIN REGISTRO,MORELOS,VENUSTIANO CARRANZA,VC-1,-99.1156109,19.44064634,
2515,9900076,IZC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,CHIMALPOPOCA,SEGUNDA CERRADA CHIMALPOPOCA,ZAPOTLA,IZTACALCO,IZC-1,-99.11930688,19.39440207,
2516,9900078,UAT-IZC-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,SEGUNDA CHIMALPOPOCA,SIN REGISTRO,ZAPOTLA,IZTACALCO,IZC-1,-99.1210052,19.39426067,
2517,9900079,UAT-BJ-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,PEDRO ROMERO DE TERREROS,SIN REGISTRO,DEL VALLE CENTRO,BENITO JUAREZ,BJ-2,-99.17040045,19.39632344,
2518,9900081,UAT-TLP-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,22/01/2025,RIO SECO,SIN REGISTRO,SAN ANDRÉS TOTOLTEPEC,TLALPAN,TLP-2,-99.18262991,19.240316,
2519,9900087,UAT-COY-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,CUAPINOL,SIN REGISTRO,PEDREGAL DE SANTO DOMINGO,COYOACAN,COY-1,-99.16913789,19.33245857,
2520,9900096,FDS-6,ALTO IMPACTO,VIOLACIÓN,VIOLACION,30/01/2025,MARQUEZ STERLING,SIN REGISTRO,CENTRO,CUAUHTEMOC,CUH-6,-99.14931677,19.43030728,
2521,9900104,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,GENERAL FRANCISCO COSS,SIN REGISTRO,15 DE AGOSTO,GUSTAVO A MADERO,GAM-4,-99.10971306,19.48355203,
2522,9900105,UAT-IZC-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,IZTACALCO,CALLE 3,AGRÍCOLA PANTITLAN,IZTACALCO,IZC-3,-99.0631814,19.40663938,
2523,9900110,UAT-TLH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/01/2025,CENTRO DE SALUD TII ZAPOTITLA,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
2524,9900121,UAT-VC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,05/01/2025,SUR 81,SIN REGISTRO,MERCED BALBUENA,VENUSTIANO CARRANZA,VC-3,-99.12246886,19.4188964,
2525,9900127,UAT-CUJ-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,MOLINITO,SIN REGISTRO,EL MOLINITO,CUAJIMALPA DE MORELOS,CJ-2,-99.28777303,19.36193651,
2526,9900152,UAT-MIL-1,ALTO IMPACTO,VIOLACIÓN,VIOLACION TUMULTUARIA,30/01/2025,SAN JUAN TEPENAHUAC,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
2527,9900163,UAT-AO-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,30/01/2025,SIN DETERMINAR,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
2528,9900169,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,30/01/2025,NO ESPECIFICA LUGAR EXACTO DE LOS HECHOS,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
2529,9900184,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,23/01/2025,PROLONGACION ROBIROSA 38,NO SE ESPECIFICA,SANTIAGO TEPALCATLALPAN,XOCHIMILCO,XO-1,-99.11990862,19.24463231,
