ID,ID_CI,ct_inicio,impacto,delito,modalidad_delito,fecha,calle1_hechos,calle2_hechos,colonia_hechos,alcaldia_hechos,ct_hechos,cord_x,cord_y,
26055,10060751,E,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,14/05/2025,GENERALA ANTONIA NAVA,SIN REGISTRO,CARMEN SERDÁN,COYOACAN,COY-5,-99.10765928,19.32171868,
26056,10060760,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,30/09/2025,INSURGENTES SUR,SIN REGISTRO,INSURGENTES CUICUILCO,COYOACAN,COY-1,-99.18661208,19.30810202,
26057,10060761,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/08/2025,XINANTECATL,SIN REGISTRO,ARENAL 4A SECCIÓN,VENUSTIANO CARRANZA,VC-5,-99.05537739,19.42879388,
26058,10060765,AEJPA,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,27/09/2025,CHIAPAS,SIN REGISTRO,SAN SEBASTIÁN TECOLOXTITLA,IZTAPALAPA,IZP-10,-99.01799373,19.36099664,
26059,10060773,D,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,10/09/2025,MOCTEZUMA NO HACEN ESQUINA,AHUIZOTL,EL PARAÍSO,IZTAPALAPA,IZP-6,-99.03417193,19.37598767,
26060,10060777,UAT-CUJ-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,CONSTANCIA,SIN REGISTRO,SAN PABLO CHIMALPA,CUAJIMALPA DE MORELOS,CJ-1,-99.3163524,19.35402531,
26061,10060779,UAT-BJ-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,CINCO,SIN REGISTRO,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,BJ-1,-99.18197255,19.39440794,
26062,10060793,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,JAIME NUNO,SIN REGISTRO,LOMA LA PALMA,GUSTAVO A MADERO,GAM-1,-99.14988023,19.54410445,
26063,10060796,FDS-5,ALTO IMPACTO,VIOLACIÓN,VIOLACION,27/09/2025,CONFIDENCIAL ACUERDO A102002,NO SE ESPECIFICA,LOMAS DE LA ESTANCIA,IZTAPALAPA,IZP-10,-99.00738107,19.33407334,
26064,10060823,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,24/09/2025,PASEO DE LA REFORMA,SIN REGISTRO,MORELOS,CUAUHTEMOC,CUH-3,-99.13523276,19.44771773,
26065,10060824,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,20/09/2025,PARQUE CENTRAL,SIN REGISTRO,CAMPESTRE ARAGÓN,GUSTAVO A MADERO,GAM-5,-99.07961921,19.48804318,
26066,10060843,FDS-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,13/09/2025,FRESNOS,SIN REGISTRO,TORRES DE POTRERO,ALVARO OBREGON,AO-3,-99.24343388,19.3299418,
26067,10060844,UAT-IZP-6,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,ANILLO PERIFERICO,SIN REGISTRO,CHINAMPAC DE JUÁREZ,IZTAPALAPA,IZP-5,-99.04569128,19.38081222,
26068,10060850,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/09/2025,NAHUATLACAS,SIN REGISTRO,AJUSCO,COYOACAN,COY-4,-99.16052327,19.31697921,
26069,10060853,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,30/09/2025,MONTES PIRINEOS,SIN REGISTRO,SELENE 1A. SECCION,TLAHUAC,TLH-2,-99.00741041,19.29398261,
26070,10060858,UAT-IZP-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/09/2025,CERRADA LUIS ECHEVERRIA,SIN REGISTRO,CONSEJO AGRARISTA MEXICANO,IZTAPALAPA,IZP-8,-99.05574461,19.32766923,
26071,10060870,UAT-IZC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,30/09/2025,SUR 24,ORIENTE 253,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.06862183,19.38639999,
26072,10060899,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,GENERAL GABRIEL HERNANDEZ,SIN REGISTRO,DOCTORES,CUAUHTEMOC,CUH-8,-99.14631515,19.42598078,
26073,10060917,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/09/2025,AVENIDA MEXICO,SIN REGISTRO,PROGRESO,ALVARO OBREGON,AO-4,-99.20264599,19.33852401,
26074,10060922,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,30/09/2025,CERRADA BENITO JUAREZ,SIN REGISTRO,SANTA CRUZ ACALPIXCA - PUEBLO,XOCHIMILCO,XO-2,-99.08252666,19.24707995,
26075,10060924,UAT-IZC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,RETORNO 1 DE ORIENTE 257,SIN REGISTRO,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.06217507,19.39275823,
26076,10060929,UAT-TLH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,AIDA,SIN REGISTRO,AGRÍCOLA METROPOLITANA,TLAHUAC,TLH-1,-99.05442012,19.29210956,
26077,10060930,UAT-AO-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,18/05/2025,CASITAS,SIN REGISTRO,2A. AMPLIACION JALALPA EL GRANDE,ALVARO OBREGON,AO-2,-99.242026,19.36873407,
26078,10060932,UAT-CUH-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,DOCTOR ENRIQUE GONZALEZ MARTINEZ,EJE 1 NORTE AVENIDA JOSE ANTONIO ALZATE,SANTA MARIA LA RIBERA,CUAUHTEMOC,CUH-2,-99.15513338,19.44600034,
26079,10060950,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,IXTOC,SIN REGISTRO,SAN ANTONIO,AZCAPOTZALCO,AZ-2,-99.20731428,19.47982573,
26080,10060951,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,15/09/1976,GALEANA,VIOLETA,GUERRERO,CUAUHTEMOC,CUH-2,-99.1417154,19.43990527,
26081,10060954,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,30/09/2025,CALZADA DE LOS MISTERIOS,SIN REGISTRO,INDUSTRIAL,GUSTAVO A MADERO,GAM-6,-99.12139862,19.47874858,
26082,10060955,FDS-7,ALTO IMPACTO,VIOLACIÓN,VIOLACION,30/09/2025,NO SE ESPECIFICA EL LUGAR DE LOS HECHOS,SIN REGISTRO,SIN REGISTRO,CUAUHTEMOC,FICUH-0,SIN REGISTRO,SIN REGISTRO,
26083,10060957,FDS-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,30/09/2025,FELIPE CARRILLO PUERTO,SIN REGISTRO,VILLA COYOACÁN,COYOACAN,COY-2,-99.1629809,19.34976745,
26084,10060959,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,26/09/2025,MACLOVIO HERRERA,SIN REGISTRO,SANTIAGO NORTE,TLAHUAC,TLH-1,-99.03229315,19.30278272,
26085,10060987,UAT-XO-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,ACUEDUCTO,SIN REGISTRO,SAN GREGORIO ATLAPULCO,XOCHIMILCO,XO-2,-99.04660728,19.25359491,
26086,10060995,FDS-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,20/09/2025,SE IGNORAN CALLES,AGRICOLA PANTITLAN,AGRÍCOLA PANTITLAN,IZTACALCO,IZC-3,-99.06571066,19.41230135,
26087,10061003,UAT-MIL-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,PROLONGACION INDEPENDECIA,SIN REGISTRO,SAN FRANCISCO TECOXPA,MILPA ALTA,MIL-2,-98.9997307,19.19593283,
26088,10061007,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,23/09/2025,APOLOCALCO,YECAHUITZOL,EMILIANO ZAPATA,IZTAPALAPA,IZP-10,-98.96923926,19.32800586,
26089,10061015,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,30/09/2025,NO SE ESPECIFICA EL LUGAR DE LOS HECHOS,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
26090,10061019,FDS-7,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,29/09/2025,SE IGNORA LUGAR DE HECHOS,SIN REGISTRO,LA MAGDALENA PETLACALCO,TLALPAN,TLP-2,-99.17909104,19.23319937,
26091,10061029,UAT-IZP-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,17/09/2025,FRANCISCO INOSOJA,SIN REGISTRO,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,IZP-9,-99.04039736,19.3229711,
26092,10061041,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,16/09/2025,EJIDO,SIN REGISTRO,SANTA URSULA COAPA,COYOACAN,COY-5,-99.14200142,19.30249142,
26093,10061050,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,MANUEL CARPIO,NO SE ESPECIFICA,SANTA MARIA LA RIBERA,CUAUHTEMOC,CUH-2,-99.16117979,19.45194939,
26094,10061061,UAT-IZP-9,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,CALLE REFORMA AERONAUTICA Y CALZADA ERMITA IZTAPALAPA,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
26095,10061070,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,01/10/2025,MOCTEZUMA,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
26096,10061073,D,BAJO IMPACTO,DELITO DE BAJO IMPACTO,TENTATIVA DE FEMINICIDIO,30/09/2025,CARLOS L GARCIA,NO SE ESPECIFICA,CABEZA DE JUAREZ VIII,IZTAPALAPA,IZP-5,-99.04839456,19.37251582,
26097,10061085,FDS-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,01/08/2022,SIN REGISTRO,SIN REGISTRO,CRISTO REY,ALVARO OBREGON,AO-1,-99.20118928,19.38847141,
26098,10061091,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,24/09/2025,SIN REGISTRO,NO SE ESPECIFICA,MERCED BALBUENA,VENUSTIANO CARRANZA,VC-3,-99.12393331,19.41930165,
26099,10061134,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/08/2025,SAN FRANCISCO,NO SE ESPECIFICA,DEL VALLE CENTRO,BENITO JUAREZ,BJ-2,-99.17259525,19.38944203,
26100,10061139,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,10/08/2025,SAN JUAN DE ARAGON,NO SE ESPECIFICA,SAN PEDRO EL CHICO,GUSTAVO A MADERO,GAM-7,-99.09377478,19.47737933,
26101,10061147,A,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,SIN DETERMINAR,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
26102,10061161,UAT-MC-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/09/2025,MOLINITO,EMILIO CARRANZA,SAN NICOLÁS TOTOLAPAN,LA MAGDALENA CONTRERAS,MC-2,-99.23955073,19.30225492,
26103,10061183,UAT-AZ-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,14/05/2025,PLUTARCO ELIAS CALLES,NO SE ESPECIFICA,AMPLIACIÓN SAN PEDRO XALPA,AZCAPOTZALCO,AZ-2,-99.21911538,19.47833421,
26104,10061186,UAT-VC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/07/2025,RAFAEL HELIODORO VALLE,SIN REGISTRO,LORENZO BOTURINI,VENUSTIANO CARRANZA,VC-3,-99.12217987,19.41442175,
26105,10061190,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,23/09/2025,MINAS,NO SE ESPECIFICA,PALMITAS,IZTAPALAPA,IZP-9,-99.02758322,19.33213546,
26106,10061194,UAT-IZP-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,21/09/2025,FRANCISCO VILLA,NO SE ESPECIFICA,ZONA URBANA EJIDAL SANTA MARIA AZTAHUACAN,IZTAPALAPA,IZP-5,-99.03786152,19.35059639,
26107,10061198,FDS-8,ALTO IMPACTO,VIOLACIÓN,VIOLACION,27/08/2022,CD UNIVERSITARIA,NO SE ESPECIFICA,JARDINES DEL PEDREGAL,ALVARO OBREGON,AO-4,-99.20001797,19.33234763,
26108,10061204,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,DIGNA OCHOA Y PLACIDO,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
26109,10061211,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/09/2025,20 DE NOVIEMBRE,NO SE ESPECIFICA,IZTLAHUACÁN,IZTAPALAPA,IZP-10,-98.99474804,19.34238534,
26110,10061213,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,22/09/2025,FRAY BERNARDINO DE LA TORRE,NO SE ESPECIFICA,SANTIAGO ATZACOALCO,GUSTAVO A MADERO,GAM-4,-99.0938294,19.49871853,
26111,10061214,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/09/2025,TANGER,NO SE ESPECIFICA,AQUILES SERDÁN,VENUSTIANO CARRANZA,VC-2,-99.09110031,19.44810342,
26112,10061218,UAT-VC-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,30/09/2025,CARRETONES,SIN REGISTRO,CENTRO,CUAUHTEMOC,CUH-4,-99.12626475,19.42707492,
26113,10061220,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/10/2025,313,NO SE ESPECIFICA,NUEVA ATZACOALCO,GUSTAVO A MADERO,GAM-5,-99.08617802,19.50015999,
26114,10061224,UAT-MC-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,FRANCISCO VILLA,CERRADA DE FRANCISCO VILLA,LA MALINCHE,LA MAGDALENA CONTRERAS,MC-1,-99.24197925,19.32423334,
26115,10061233,UAT-IZP-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,15/05/2025,61,ESQUINA CON AVENIDA 8,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,IZP-5,-99.0448654,19.34788482,
26116,10061234,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/08/2025,UNIVERSIDAD,NO SE ESPECIFICA,LETRÁN VALLE,BENITO JUAREZ,BJ-2,-99.16186478,19.37525825,
26117,10061236,FDS-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,26/12/1990,SEGUNDA SAUCES,NO SE ESPECIFICA,MALACATES,GUSTAVO A MADERO,GAM-1,-99.13262694,19.57465652,
26118,10061238,FDS-8,ALTO IMPACTO,VIOLACIÓN,VIOLACION,18/09/2025,TLALPAN,NO SE ESPECIFICA,ÁLAMOS,BENITO JUAREZ,BJ-3,-99.13797386,19.40005173,
26119,10061239,CJM-MC,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,13/09/2025,MELCHOR OCAMPO,NO SE ESPECIFICA,CALZADA JALALPA,ALVARO OBREGON,AO-2,-99.22473977,19.38241363,
26120,10061241,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,PRIMERA DE CASIMIRO SUPER,NO SE ESPECIFICA,UNIDAD VICENTE GUERRERO,IZTAPALAPA,IZP-5,-99.05152572,19.35360319,
26121,10061255,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/09/2022,UNION,NO SE ESPECIFICA,AGRÍCOLA PANTITLAN,IZTACALCO,IZC-3,-99.05862814,19.41682537,
26122,10061257,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,29/08/2025,MIGUEL OTHON DE MENDIZABAL,SIN REGISTRO,NUEVA INDUSTRIAL VALLEJO,GUSTAVO A MADERO,GAM-2,-99.15062452,19.50433978,
26123,10061264,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,25/09/2025,606,SIN REGISTRO,SAN JUAN DE ARAGÓN IV SECCIÓN,GUSTAVO A MADERO,GAM-8,-99.05862169,19.45736897,
26124,10061272,UAT-AO-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/09/2025,TOLUCA,NO SE ESPECIFICA,PROGRESO,ALVARO OBREGON,AO-4,-99.2027106,19.33861664,
26125,10061287,UAT-MH-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/10/2025,GAVIOTA,RUFINA,TACUBAYA,MIGUEL HIDALGO,MH-5,-99.1901986,19.39929726,
26126,10061289,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,15/09/2025,GOBERNADOR ANTONIO DIEZ DE BONILLA,SIN REGISTRO,SAN MIGUEL CHAPULTEPEC,MIGUEL HIDALGO,MH-5,-99.18789757,19.40491045,
26127,10061309,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,CANAL NACIONAL,NO SE ESPECIFICA,CULHUACÁN CTM SECCIÓN VI,COYOACAN,COY-5,-99.10796218,19.32642434,
26128,10061311,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/09/2025,CALLE 18,NO SE ESPECIFICA,SAN PEDRO DE LOS PINOS,ALVARO OBREGON,AO-1,-99.1949964,19.38862171,
26129,10061321,UAT-IZC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/10/2025,SUR 20,255D,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.06193666,19.38999681,
26130,10061324,FDS-8,ALTO IMPACTO,VIOLACIÓN,VIOLACION,17/07/2025,NEZAHUALCOYOTL,NO SE ESPECIFICA,CENTRO,CUAUHTEMOC,CUH-6,-99.13373304,19.42495067,
26131,10061327,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/10/2025,20 DE NOVIEMBRE,NO SE ESPECIFICA,IZTLAHUACÁN,IZTAPALAPA,IZP-10,-98.99967454,19.34485785,
26132,10061330,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,26/09/2025,SINANCHE,NO SE ESPECIFICA,LOMAS DE PADIERNA,TLALPAN,TLP-1,-99.22747784,19.29128135,
26133,10061341,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,25/09/2025,PERALVILLO,NO SE ESPECIFICA,MORELOS,CUAUHTEMOC,CUH-3,-99.13280371,19.44913034,
26134,10061347,UAT-VC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/09/2025,LIGA DE CARRETONES,NO SE ESPECIFICA,CENTRO,CUAUHTEMOC,CUH-4,-99.12732586,19.42440456,
26135,10061356,UAT-IZP-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/10/2025,CALLEJON VICTORIA,NO SE ESPECIFICA,SAN LUCAS,IZTAPALAPA,IZP-4,-99.09650519,19.36106534,
26136,10061382,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/09/2025,10 MO ANDADOR DE LAS BOMBAS,NO SE ESPECIFICA,CULHUACÁN CTM SECCIÓN IX,COYOACAN,COY-5,-99.10246667,19.30961505,
26137,10061384,UAT-AO-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/10/2025,PROLONGACION 5 DE MAYO,SIN REGISTRO,MERCED GÓMEZ,ALVARO OBREGON,AO-1,-99.19772902,19.36549406,
26138,10061386,UAT-IZC-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,22/09/2025,ORIENTE 110,NO SE ESPECIFICA,GABRIEL RAMOS MILLÁN SECCIÓN BRAMADERO,IZTACALCO,IZC-2,-99.09496137,19.39152924,
26139,10061392,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,20/09/2025,CABALONGA,NO SE ESPECIFICA,TEPEPAN,XOCHIMILCO,XO-1,-99.13410527,19.26443317,
26140,10061407,FDS-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,28/07/2025,ACOLOTENCO,NO SE ESPECIFICA,SANTO TOMAS,AZCAPOTZALCO,AZ-3,-99.17970479,19.48226549,
26141,10061411,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,26/09/2025,5 DE MAYO,NO SE ESPECIFICA,LOMAS DE TARANGO,ALVARO OBREGON,AO-1,-99.21563271,19.36180791,
26142,10061415,FDS-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,24/09/2025,PLAN DE AYALA,NO SE ESPECIFICA,ZONA URBANA EJIDAL SANTA MARIA AZTAHUACAN,IZTAPALAPA,IZP-5,-99.03350954,19.35789209,
26143,10061431,2,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA DE FUEGO,01/10/2025,31,AVENIDA 8,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,IZP-5,-99.03956761,19.34933366,
26144,10061438,UAT-MIL-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/10/2025,CALZADA CAMINO A NATIVITAS,NO SE ESPECIFICA,BARRIO XALTOCAN,XOCHIMILCO,XO-2,-99.1037604,19.25301018,
26145,10061446,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,UNIVERSIDAD,NO SE ESPECIFICA,VERTIZ NARVARTE,BENITO JUAREZ,BJ-3,-99.15744768,19.37954897,
26146,10061452,FDS-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,29/09/2025,PLAN DE AYALA,NO SE ESPECIFICA,ZONA URBANA EJIDAL SANTA MARIA AZTAHUACAN,IZTAPALAPA,IZP-5,-99.03080296,19.35815295,
26147,10061454,FDS-8,ALTO IMPACTO,VIOLACIÓN,VIOLACION,06/09/2025,ORQUIDEA,NO SE ESPECIFICA,TLATILCO,AZCAPOTZALCO,AZ-3,-99.1625437,19.4623928,
26148,10061460,FDS-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,05/09/2025,TLALOC,NO SE ESPECIFICA,TLAXPANA,MIGUEL HIDALGO,MH-1,-99.17001761,19.43973084,
26149,10061464,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,17/08/2025,NORTE 80,NO SE ESPECIFICA,GERTRUDIS SÁNCHEZ 2A SECCIÓN,GUSTAVO A MADERO,GAM-7,-99.10016038,19.46896333,
26150,10061471,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,01/01/2023,RIENTE 245 B,NO SE ESPECIFICA,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.06863967,19.39887717,
26151,10061479,C,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,06/09/2025,INDEPENDENCIA,NO SE ESPECIFICA,SAN SIMÓN TICUMAC,BENITO JUAREZ,BJ-4,-99.14508644,19.37732466,
26152,10061483,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,25/09/2025,CAMINO DEL ESFUERZO,NO SE ESPECIFICA,CAMPESTRE ARAGÓN,GUSTAVO A MADERO,GAM-5,-99.08047674,19.48353028,
26153,10061484,B,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,26/09/2025,5 DE FEBRERO,NO SE ESPECIFICA,CENTRO,CUAUHTEMOC,CUH-6,-99.13484606,19.42504734,
26154,10061488,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,23/09/2025,JESUS CARRANZA,NO SE ESPECIFICA,MORELOS,CUAUHTEMOC,CUH-3,-99.13222171,19.44558451,
26155,10061503,FDS-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,29/09/2025,PLAN DE AYALA,NO SE ESPECIFICA,ZONA URBANA EJIDAL SANTA MARIA AZTAHUACAN,IZTAPALAPA,IZP-5,-99.03141708,19.35848346,
26156,10061513,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,18/05/2025,CALLEJON CHAPULTEPEC,NO SE ESPECIFICA,SAN GREGORIO ATLAPULCO,XOCHIMILCO,XO-2,-99.06000759,19.25565419,
26157,10061515,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/09/2025,LA CAROLINA,NO SE ESPECIFICA,INDUSTRIAL,GUSTAVO A MADERO,GAM-6,-99.12486196,19.47953722,
26158,10061529,FDS-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,10/07/2025,CANAL DE MIRAMONTES,NO SE ESPECIFICA,EX-EJIDO DE SAN PABLO TEPETLAPA,COYOACAN,COY-3,-99.12588221,19.31632642,
26159,10061540,COY-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/04/2025,CICALCO,AHUANUSCO,PEDREGAL DE SANTO DOMINGO,COYOACAN,COY-1,-99.16514859,19.32143551,
