ID,ID_CI,ct_inicio,impacto,delito,modalidad_delito,fecha,calle1_hechos,calle2_hechos,colonia_hechos,alcaldia_hechos,ct_hechos,cord_x,cord_y
7325,9969685,CEN-A,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,12/05/2025,AVENIDA JOSE MARIA PINO SUAREZ,SIN REGISTRO,CENTRO,CUAUHTEMOC,CUH-6,-99.1324558,19.43008066
7326,9969704,CEN-A,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,12/05/2025,EJE 9 SUR AVENIDA MIGUEL ANGEL DE QUEVEDO,SIN REGISTRO,BARRIO OXTOPULCO UNIVERSIDAD,COYOACAN,COY-1,-99.17764539,19.34621125
7327,9969709,UAT-CUH-1,ALTO IMPACTO,ROBO A CUENTAHABIENTE SALIENDO DEL CAJERO CON VIOLENCIA,ROBO A TRANSEUNTE SALIENDO DEL BANCO CON VIOLENCIA,14/05/2025,MAR CARIBE,SIN REGISTRO,POPOTLA,MIGUEL HIDALGO,MH-1,-99.18270953,19.45841514
7328,9969727,VC-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/05/2025,ALBERTO BRANIF,JUAN GUILLERMO VILLASANA Y MANUEL LEBRRIJA,AVIACIÓN CIVIL,VENUSTIANO CARRANZA,VC-5,-99.07573754,19.41561475
7329,9969742,UAT-AZ-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/05/2025,MIGUEL LERDO DE TEJADA,PETROLEOS MEXICANOS,SAN MATEO,AZCAPOTZALCO,AZ-2,-99.19489937,19.48430533
7330,9969743,CEN-A,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,03/05/2025,EJE CENTRAL AVENIDA LAZARO CARDENAS,FRANCISCO I MADERO,CENTRO,CUAUHTEMOC,CUH-6,-99.14089845,19.43388592
7331,9969757,CEN-A,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,12/05/2025,CALZADA DE TLALPAN,SIN REGISTRO,EL PRADO,IZTAPALAPA,IZP-1,-99.13637531,19.35794948
7332,9969770,IZP-6,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/05/2025,DE APATZINGAN,CERRADA MARGARITAS,TEPALCATES,IZTAPALAPA,IZP-6,-99.05477572,19.38684067
7333,9969795,UAT-AO-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,13/05/2025,SAN FRANCISCO,SAN ISIDRO ALTO LERMA,CORPUS CHRISTY,ALVARO OBREGON,AO-2,-99.24652988,19.36282042
7334,9969835,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,14/05/2025,RICARDO FLORES MAGON,NO SE ESPECIFICA,GUERRERO,CUAUHTEMOC,CUH-2,-99.14543822,19.45222628
7335,9969849,CEN-A,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,11/05/2025,IGNACIO ZARAGOZA,NO SE ESPECIFICA,AGRÍCOLA PANTITLAN,IZTACALCO,IZC-3,-99.06941485,19.40474926
7336,9969857,CEN-A,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,14/05/2025,MIGUEL ANGEL DE QUEVEDO,TRES CRUCES,CUADRANTE DE SAN FRANCISCO,COYOACAN,COY-2,-99.16461807,19.34461855
7337,9969879,E,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA POR CONOCIDO,05/05/2025,PINO,SIN REGISTRO,BOSQUES DEL PEDREGAL,TLALPAN,TLP-1,-99.24318729,19.27269991
7338,9969887,UAT-TLP-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,04/05/2025,CERRADA KIOSCO,NO SE ESPECIFICA,MIGUEL HIDALGO 4A SECCIÓN,TLALPAN,TLP-1,-99.20653895,19.26821575
7339,9969900,CUH-2,ALTO IMPACTO,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,ROBO A REPARTIDOR CON VIOLENCIA,15/05/2025,EJE CENTRAL LAZARO CARDENAS,BELISARIO DOMINGUEZ,CENTRO,CUAUHTEMOC,CUH-4,-99.14008319,19.4386659
7340,9969935,CEN-B,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,10/05/2025,CAPITAN CARLOS LEON,NO SE ESPECIFICA,PEÑÓN DE LOS BAÑOS,VENUSTIANO CARRANZA,VC-2,-99.07722473,19.44092246
7341,9969938,CEN-B,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,13/05/2025,SANTA MARIA PURISIMA,FRANCISCO DEL PASO Y TRONCOSO,PURÍSIMA ATLAZOLPA,IZTAPALAPA,IZP-2,-99.1092369,19.37907224
7342,9969943,UAT-GAM-4,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,12/05/2025,NORTE 72 C,ORIENTE 185,VILLA HERMOSA,GUSTAVO A MADERO,GAM-4,-99.09148157,19.50090554
7343,9969962,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,13/05/2025,BOULEVAR ADOLFO RUIZ CORTINES,SIN REGISTRO,LOMAS DE CHAPULTEPEC IV SECCIÓN (LOMAS VIRREYES),MIGUEL HIDALGO,MH-3,-99.21047643,19.41862108
7344,9969960,UAT-VC-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,14/05/2025,OCEANIA,SIN REGISTRO,PENSADOR MEXICANO,VENUSTIANO CARRANZA,VC-2,-99.08763427,19.44520753
7345,9969975,CEN-B,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,14/05/2025,NO ESPECIFICA LUGAR EXACTO DE LOS HECHOS,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
7346,9969982,TLP-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/05/2025,CRUZ BLANCA,NO SE ESPECIFICA,SAN MIGUEL TOPILEJO,TLALPAN,TLP-3,-99.14475828,19.20029319
7347,9970008,UAT-GAM-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,14/05/2025,DEL TRABAJO,SIN REGISTRO,SAN JUAN Y GUADALUPE TICOMÁN,GUSTAVO A MADERO,GAM-2,-99.13167045,19.52239127
7348,9970031,STCMP,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,06/05/2025,BALDERAS,HIDALGO,DOCTORES,CUAUHTEMOC,CUH-8,-99.14889519,19.42707843
7349,9970055,CEN-B,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,09/05/2025,MONTERREY,NO SE ESPECIFICA,ROMA NORTE,CUAUHTEMOC,CUH-7,-99.16382924,19.41639847
7350,9970072,UAT-MH-4,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,09/05/2025,OBSERVATORIO,GENERAL CUETO,OBSERVATORIO,MIGUEL HIDALGO,MH-5,-99.19247836,19.40389164
7351,9970073,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,13/05/2025,SANTA ROSA,SIN REGISTRO,BUENAVISTA,IZTAPALAPA,IZP-9,-99.03082851,19.32768456
7352,9970082,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,12/05/2025,VENUSTIANO CARRANZA,SIN REGISTRO,SAN BARTOLO EL CHICO,TLALPAN,TLP-4,-99.12945279,19.28520004
7353,9970103,CEN-B,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,07/05/2025,ERMITA IZTAPALAPA,RAFAEL MARTINEZ,CONSTITUCIÓN DE 1917,IZTAPALAPA,IZP-4,-99.06361341,19.34643598
7354,9970115,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,12/05/2025,VISTA HERMOSA,CANARIAS,PORTALES SUR,BENITO JUAREZ,BJ-4,-99.14861396,19.35868562
7355,9970137,AZ-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/05/2025,FRANCISCO VILLA,NO SE ESPECIFICA,SANTIAGO AHUIZOTLA,AZCAPOTZALCO,AZ-2,-99.21349257,19.47490952
7356,9970146,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,15/05/2025,SAN PEDRO,SIN REGISTRO,DEL CARMEN,COYOACAN,COY-2,-99.15780991,19.35642455
7357,9970147,FDS-7,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,13/05/2025,SAN LORENZO,SIN REGISTRO,CERRO DE LA ESTRELLA,IZTAPALAPA,IZP-8,-99.07532117,19.32563784
7358,9970164,UAT-GAM-6,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,10/05/2025,BOULEVARD TEMOLUCO,CALLE DE LA PLAYA,ACUEDUCTO DE GUADALUPE,GUSTAVO A MADERO,GAM-2,-99.15496141,19.52700357
7359,9970206,TUR-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,15/05/2025,FRANCISCO I MADERO,NO SE ESPECIFICA,CENTRO,CUAUHTEMOC,CUH-6,-99.13858652,19.4338753
7360,9970207,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,06/01/2024,AGUSTIN YAÑEZ,SIN REGISTRO,ESCUADRÓN 201,IZTAPALAPA,IZP-1,-99.10981983,19.36487146
7361,9970225,IZP-6,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/05/2025,MIGUEL LIRA Y ORTEGA,PABLO GARCIA,JUAN ESCUTIA,IZTAPALAPA,IZP-6,-99.03489098,19.38629172
7362,9970229,IZP-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/05/2025,GENARO ESTRADA,AVENIDA   LUIS  MENDEZ,PARQUE RECREATIVO SANTA CRUZ MEYEHUALCO,IZTAPALAPA,IZP-5,-99.04886663,19.3620196
7363,9970230,UAT-GAM-6,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,12/05/2025,BOULEVARD TEMOLUCO,CALLE DE LAS CUESTAS,ACUEDUCTO DE GUADALUPE,GUSTAVO A MADERO,GAM-2,-99.14749816,19.523721
7364,9970255,UAT-TLP-3,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,12/05/2025,CEHUANTEPEC,NO SE ESPECIFICA,MESA DE LOS HORNOS,TLALPAN,TLP-2,-99.18352492,19.27565892
7365,9970259,IZP-4,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,11/02/2025,GARITA DE ZAPOTE,SIMON FLETCHER,ERMITA ZARAGOZA,IZTAPALAPA,IZP-6,-98.99946436,19.36834955
7366,9970272,CUH-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/05/2025,COBRE,SAN ANDRES DE LA SIERRA,MAZA,CUAUHTEMOC,CUH-1,-99.12816346,19.45501459
7367,9970285,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,14/05/2025,BOULEVARD CATARATAS,SIN REGISTRO,JARDINES DEL PEDREGAL,ALVARO OBREGON,AO-4,-99.2024821,19.30934612
7368,9970284,UAT-TLP-3,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,22/04/2025,TEMOZON Y FERROCARRIL,NO SE ESPECIFICA,PEDREGAL DE SAN NICOLÁS 4A SECCIÓN,TLALPAN,TLP-1,-99.24280107,19.27807619
7369,9970322,UAT-BJ-1,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,02/05/2025,TOKIO,EMPERADORES,PORTALES SUR,BENITO JUAREZ,BJ-4,-99.15298998,19.36719188
7370,9970331,UAT-AO-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,15/05/2025,LUIS ALCONEDO,BOULEBARD ADOLFO LOPEZ MATEOS,MERCED GÓMEZ,BENITO JUAREZ,BJ-1,-99.19055868,19.36586119
7371,9970339,UAT-GAM-7,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,28/04/2025,AL SALIR DEL METRO EDUARDO MOLINA,SIN REGISTRO,LA MALINCHE,GUSTAVO A MADERO,GAM-7,-99.10541117,19.45156913
7372,9970345,UAT-TLP-1,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,27/02/2025,CAMINO REAL A CHICHICASPATL,CONKAL,TIERRA COLORADA,LA MAGDALENA CONTRERAS,MC-2,-99.24497098,19.27859521
7373,9970346,IZP-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,13/05/2025,TROJES,NO SE ESPECIFICA,MINERVA,IZTAPALAPA,IZP-2,-99.10988554,19.35327519
7374,9970357,UAT-COY-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,10/05/2025,FRESNO,CUARTA CERRADA DE FRESNO,CONSEJO AGRARISTA MEXICANO,IZTAPALAPA,IZP-8,-99.05647203,19.32177067
7375,9970381,UAT-BJ-1,ALTO IMPACTO,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,ROBO A REPARTIDOR CON VIOLENCIA,15/05/2025,RUBENS,AV PATRIOTISMO,SAN JUAN,BENITO JUAREZ,BJ-1,-99.18560565,19.37834564
7376,9970382,VC-3,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,15/05/2025,TIPOGRAFIA,NO SE ESPECIFICA,20 DE NOVIEMBRE,VENUSTIANO CARRANZA,VC-2,-99.1104421,19.44641302
7377,9970383,UAT-TLH-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,11/05/2025,TLAHUAC TULYEHUALCO,AV TLAHUAC TULYEHUALCO,LOS REYES,TLAHUAC,TLH-2,-99.00905192,19.26157808
7378,9970389,STCMP,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,15/05/2025,ESTACION DEL METRO BALDERAS,SIN REGISTRO,DOCTORES,CUAUHTEMOC,CUH-8,-99.14888853,19.42715507
7379,9970402,IZP-8,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,14/05/2025,UNIDAD NACIONAL,PERIFERICO,TULYEHUALCO,IZTAPALAPA,IZP-8,-99.07907796,19.31352107
7380,9970417,STCMP,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,02/02/2024,JOSE MARIA PINO SUAREZ,SIN REGISTRO,CENTRO,CUAUHTEMOC,CUH-4,-99.13284659,19.42594613
7381,9970421,UAT-IZC-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,10/05/2025,CALZADA IGNACIO ZARAGOZA,CALLE 7,JUAN ESCUTIA,IZTAPALAPA,IZP-6,-99.05848467,19.39859352
7382,9970424,IZP-6,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/05/2025,FERNANDO SOLER,PEDRO ARMENDARIZ,AMPLIACIÓN EMILIANO ZAPATA,IZTAPALAPA,IZP-10,-98.97980721,19.34145612
7383,9970427,IZP-6,ALTO IMPACTO,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,ROBO A REPARTIDOR CON VIOLENCIA,15/05/2025,PROLONGACION PLUTARCO ELIAS CALLES,Y MANUEL ESCANDON,CHINAMPAC DE JUÁREZ,IZTAPALAPA,IZP-6,-99.04383516,19.37538234
7384,9970438,UAT-BJ-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,15/05/2025,PAZ MONTES DE OCA,SIN REGISTRO,GENERAL PEDRO MARIA ANAYA,BENITO JUAREZ,BJ-4,-99.15743829,19.35970063
7385,9970444,UAT-GAM-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/05/2025,TEPATITLAN,ATOTONILCO,SAN FELIPE DE JESÚS,GUSTAVO A MADERO,GAM-5,-99.06994647,19.4973166
7386,9970446,UAT-AZ-4,ALTO IMPACTO,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,ROBO A REPARTIDOR CON VIOLENCIA,14/05/2025,JOSE MARIA MORELOS,ESQUINA MINATITLAN,SAN ANDRÉS,AZCAPOTZALCO,AZ-1,-99.18279684,19.49162776
7387,9970450,UAT-CUH-2,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,15/05/2025,MOSQUETA,HEROES,GUERRERO,CUAUHTEMOC,CUH-2,-99.14579965,19.4450617
7388,9970463,FDS-2,ALTO IMPACTO,VIOLACIÓN,VIOLACION,15/05/2025,LAJAS,SIN REGISTRO,LAS LAJAS,CUAJIMALPA DE MORELOS,CJ-2,-99.33467971,19.31524172
7389,9970466,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,14/05/2025,ACUEDUCTO,SIN REGISTRO,LA NORIA I,XOCHIMILCO,XO-1,-99.12776826,19.26252046
7390,9970468,UAT-MH-1,ALTO IMPACTO,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,LESIONES INTENCIONALES POR ARMA DE FUEGO,15/05/2025,LAGO NESS,LAGO NESS,PENSIL NORTE,MIGUEL HIDALGO,MH-1,-99.19751412,19.45144554
7391,9970513,UAT-MH-2,ALTO IMPACTO,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,ROBO A REPARTIDOR CON VIOLENCIA,15/05/2025,PRESA FALCON,CERVANTES SAAVEDRA,IRRIGACIÓN,MIGUEL HIDALGO,MH-2,-99.20526838,19.44029949
7392,9970514,VC-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/05/2025,PARADERO PANTITLAN QUE SE UBICA EN,SIN REGISTRO,AMPLIACION ADOLFO LOPEZ MATEOS,VENUSTIANO CARRANZA,VC-5,-99.07334849,19.41733855
7393,9970511,IZP-9,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,14/05/2025,ERMITA IZTAPALAPA,Y REFORMA ECONOMICA,REFORMA POLÍTICA,IZTAPALAPA,IZP-9,-99.0326246,19.3438421
7394,9970531,GAM-4,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/05/2025,ORIENTE 95,NORTE 94,GERTRUDIS SANCHEZ 3A SECCION,GUSTAVO A MADERO,GAM-7,-99.09991997,19.45756201
7395,9970533,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,15/05/2025,AV. EJERCITO NACIONAL,""" CDMX -NO SCINCE """,SIN REGISTRO,MIGUEL HIDALGO,FIMH-0,SIN REGISTRO,SIN REGISTRO
7396,9970539,COY-4,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,15/05/2025,PRIMERA CERRADA CALIZ,SIN REGISTRO,EL RELOJ,COYOACAN,COY-4,-99.14056049,19.31753122
7397,9970544,COY-1,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/05/2025,CIRCUITO ZONA DEPORTIVA,SIN REGISTRO,ESTADIO OLIMPICO MEXICO 68,COYOACAN,COY-1,-99.19040143,19.33032441
7398,9970560,UAT-TLP-3,ALTO IMPACTO,ROBO A CASA HABITACIÓN CON VIOLENCIA,ROBO A CASA HABITACION CON VIOLENCIA,15/05/2025,PRIVADA Y LUCA NO SE ENCUENTRA LA CALLE,SIN REGISTRO,SAN MIGUEL TOPILEJO,TLALPAN,TLP-3,-99.14879251,19.1986219
7399,9970569,UAT-MC-2,ALTO IMPACTO,ROBO A PASAJERO A BORDO DE TAXI CON VIOLENCIA,ROBO A TRANSEUNTE A BORDO DE TAXI PÚBLICO Y PRIVADO CON VIOLENCIA,15/05/2025,SAN JERONIMO,SIN REGISTRO,LORETO,ALVARO OBREGON,AO-4,-99.20271027,19.33314696
7400,9970578,VC-3,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA DE FUEGO,15/05/2025,FERROCARRIL DE CINTURA,SAN ANTONIO TOMATLAN,AMPLIACIÓN PENITENCIARIA,VENUSTIANO CARRANZA,VC-1,-99.12108171,19.43530103
7401,9970583,GAM-4,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,16/05/2025,LOMA DE LA LUNA,ESQUINA LA BRECHA,VISTA HERMOSA,GUSTAVO A MADERO,GAM-1,-99.12326726,19.54535806
7402,9970584,UAT-VC-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,10/05/2025,FRANCISCO DEL PASO Y TRONCOSO,JUAN PARDAVE,JARDÍN BALBUENA,VENUSTIANO CARRANZA,VC-3,-99.11100268,19.41028953
7403,9970590,GAM-4,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,16/05/2025,CAPULINES,BRECHA CERRO DEL CHIQUIHUITE,TLALPEXCO,GUSTAVO A MADERO,GAM-1,-99.12694931,19.54657958
7404,9970593,UAT-VC-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,14/05/2025,JESUS GONZALEZ ORTEGA,SIN REGISTRO,OJO DE AGUA,TLAHUAC,TLH-2,-99.01085284,19.28794235
7405,9970599,TLP-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,16/05/2025,MARGARITAS,NO SE ESPECIFICA,LAS FLORES,TLALPAN,TLP-3,-99.14960369,19.20180624
7406,9970603,FDS-7,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,16/05/2025,JESUS GARCIA,MINA,BUENAVISTA,CUAUHTEMOC,CUH-2,-99.15262303,19.44172079
7407,9970606,UAT-XO-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,15/05/2025,IGNACIO ALLENDE,NO SE ESPECIFICA,SAN LORENZO ATEMOAYA,XOCHIMILCO,XO-2,-99.10220848,19.24395518
