ID,ID_CI,ct_inicio,impacto,delito,modalidad_delito,fecha,calle1_hechos,calle2_hechos,colonia_hechos,alcaldia_hechos,ct_hechos,cord_x,cord_y
4009,9930419,UAT-BJ-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,15/03/2025,PATRIOTISMO,SIN REGISTRO,SAN JUAN,BENITO JUAREZ,BJ-1,-99.18567605,19.37856134
4010,9930456,UAT-BJ-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,07/03/2025,GALVESTON,SIN REGISTRO,NAPOLES,BENITO JUAREZ,BJ-1,-99.17327218,19.39711843
4011,9930460,FDS-4,ALTO IMPACTO,VIOLACIÓN,VIOLACION,06/03/2025,EL ROSARIO,SIN REGISTRO,EL ROSARIO,AZCAPOTZALCO,AZ-1,-99.20450417,19.50196799
4012,9930461,FDS-7,ALTO IMPACTO,VIOLACIÓN,VIOLACION TUMULTUARIA EQUIPARADA,15/03/2025,65,ESQUINA GENERAL IGNACIO ZARAGOZA,PUEBLA,VENUSTIANO CARRANZA,VC-5,-99.0829329,19.41213528
4013,9930472,UAT-AO-1,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/03/2025,MINAS,NO SE ESPECIFICA,LOMAS DE BECERRA,ALVARO OBREGON,AO-1,-99.22011423,19.38604587
4014,9930476,FDS-7,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,16/03/2025,INSURGENTES SUR,SIN REGISTRO,CUAUHTÉMOC,CUAUHTEMOC,CUH-5,-99.15922463,19.43229343
4015,9930497,IZP-8,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,13/03/2025,PORFIRIO DIAZ,HACIENDA,SAN LORENZO TEZONCO,IZTAPALAPA,IZP-8,-99.06690185,19.31544558
4016,9930498,UAT-IZC-2,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,11/03/2025,ORIENTE 106,SIN REGISTRO,GABRIEL RAMOS MILLÁN SECCIÓN BRAMADERO,IZTACALCO,IZC-2,-99.09874734,19.39230162
4017,9930511,UAT-IZC-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,17/03/2025,ORIENTE 237 A,SUR 4 D,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.07359526,19.40191454
4018,9930514,FDS-5,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,19/10/2016,MANUEL CAÑAS,SIN REGISTRO,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,IZP-9,-99.04283597,19.33679983
4019,9930523,UAT-BJ-1,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,17/03/2025,MATIAS ROMERO,JUAN ENRIQUE PESTALOZZI,DEL VALLE CENTRO,BENITO JUAREZ,BJ-2,-99.16138195,19.37934066
4020,9930546,FDS-7,ALTO IMPACTO,VIOLACIÓN,VIOLACION,16/03/2025,CALZADA DEL HUESO,SIN REGISTRO,VILLA CUEMANCO INFONAVIT,TLALPAN,TLP-4,-99.10618184,19.2978924
4021,9930553,UAT-AO-4,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,17/03/2025,SAN JERONIMO,NO SE ESPECIFICA,LORETO,ALVARO OBREGON,AO-4,-99.19367373,19.3367834
4022,9930574,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,16/03/2025,NO INDICA LUGAR DE HECHOS,NO SE ESPECIFICA,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
4023,9930585,FDS-2,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,16/03/2025,MINAS DE SAL,NO SE ESPECIFICA,AMPLIACION TLACUITLAPA II,ALVARO OBREGON,AO-2,-99.23708809,19.35339102
4024,9930597,IZP-8,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,17/03/2025,PASEO DE LAS GALIAS,NO SE ESPECIFICA,LOMAS ESTRELLA 2A SECCION,IZTAPALAPA,IZP-7,-99.09355089,19.31512377
4025,9930610,UAT-VC-2,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,15/03/2025,AVENIDA IGNACIO ZARAGOZA,NO SE ESPECIFICA,MOCTEZUMA 1A SECCIÓN,VENUSTIANO CARRANZA,VC-3,-99.10965568,19.4271345
4026,9930611,UAT-GAM-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/03/2025,AVENIDA INSURGENTES,SIN REGISTRO,VALLEJO PONIENTE,GUSTAVO A MADERO,GAM-3,-99.13981023,19.46796223
4027,9930646,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,17/03/2025,ANGELA PERALTA,SIN REGISTRO,CENTRO,CUAUHTEMOC,CUH-6,-99.14208586,19.43437322
4028,9930650,UAT-CUH-7,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,16/03/2025,COAHUILA,NO SE ESPECIFICA,ROMA NORTE,CUAUHTEMOC,CUH-7,-99.16008344,19.41178925
4029,9930671,UAT-COY-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,15/03/2025,YETLALCINGO,SIN REGISTRO,PEDREGAL DE SANTO DOMINGO,COYOACAN,COY-1,-99.16405356,19.32319721
4030,9930676,AO-2,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,17/03/2025,TIENDA OXXO SANTA FE MILPA ALTA,NO SE ESPECIFICA,MERCED GÓMEZ,ALVARO OBREGON,AO-1,-99.20645043,19.36619616
4031,9930682,UAT-GAM-4,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,16/03/2025,CABO FINISTERRI,SIN REGISTRO,GABRIEL HERNÁNDEZ,GUSTAVO A MADERO,GAM-4,-99.09727782,19.49899157
4032,9930703,2,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA DE FUEGO,17/03/2025,REPUBLICA DE ARGENTINA,REPUBLICA DE BOLIVIA,CENTRO,CUAUHTEMOC,CUH-4,-99.13127528,19.43918273
4033,9930705,2,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA DE FUEGO,17/03/2025,GENERAL JUAN ENRIQUEZ,GENERAL JOAQUIN M GUTIERREZ,JUAN ESCUTIA,IZTAPALAPA,IZP-6,-99.04853921,19.39529204
4034,9930725,IZP-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,17/03/2025,INSURGENTES,NO SE ESPECIFICA,LAS PEÑAS,IZTAPALAPA,IZP-9,-99.04987514,19.33892959
4035,9930745,FDS-2,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,17/03/2025,CALZADA PRINCIPAL DEL HEROICO COLEGIO MILITAR,NO SE ESPECIFICA,SAN ANDRÉS TOTOLTEPEC,TLALPAN,TLP-3,-99.17556391,19.24923573
4036,9930755,UAT-IZC-2,ALTO IMPACTO,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,LESIONES INTENCIONALES POR ARMA DE FUEGO,17/03/2025,NO INDICA LUGAR DE HECHOS,NO SE ESPECIFICA,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
4037,9930767,UAT-TLP-4,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,17/03/2025,CAÑAVERALES,NO SE ESPECIFICA,GRANJAS COAPA,TLALPAN,TLP-4,-99.1088427,19.29406252
4038,9930781,FDS-2,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,17/03/2025,CUAUHTITLA,NO SE ESPECIFICA,SANTA ROSA XOCHIAC,ALVARO OBREGON,AO-3,-99.29051764,19.32109709
4039,9930797,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,08/03/2025,ROSA MARIA SIQUEIRA,NO SE ESPECIFICA,CULHUACÁN CTM SECCIÓN VII,COYOACAN,COY-5,-99.1189633,19.32456856
4040,9930803,IZP-9,ALTO IMPACTO,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,LESIONES INTENCIONALES POR ARMA DE FUEGO,17/03/2025,MANUEL CAÑAS,SIN REGISTRO,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,IZP-9,-99.04391062,19.32741762
4041,9930873,CEN-A,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,16/03/2025,EJE CENTRAL LAZARO CARDENAS,JOSE GUADALUPE LOPEZ VELARDE,MAGDALENA DE LAS SALINAS,GUSTAVO A MADERO,GAM-3,-99.14048892,19.47963636
4042,9930887,UAT-AZ-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,18/03/2025,BELISARIO DOMINGUEZ,NO SE ESPECIFICA,LOS REYES,AZCAPOTZALCO,AZ-3,-99.18263063,19.48595926
4043,9930891,UAT-BJ-1,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,18/03/2025,ASTURIAS,CATALUÑA,INSURGENTES MIXCOAC,BENITO JUAREZ,BJ-1,-99.18218739,19.36991784
4044,9930893,IZP-3,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,18/03/2025,NO ESPECIFICA LUGAR DE HECHOS,SIN REGISTRO,SIN REGISTRO,IZTAPALAPA,FIIZP-0,SIN REGISTRO,SIN REGISTRO
4045,9930896,UAT-TLH-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,18/03/2025,EDUCACION CIVICA,ENTRE 4TA CERRADA DE EDUCACION CIVICA Y MIRTOS,JAIME TORRES BODET,TLAHUAC,TLH-2,-98.9993849,19.2282619
4046,9930911,UAT-IZP-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,17/03/2025,25 SEPTIEMBRE 1873,EJE 5 SUR LEYES DE REFORMA,LEYES DE REFORMA 3A SECCIÓN,IZTAPALAPA,IZP-4,-99.06190619,19.37627714
4047,9930917,UAT-TLH-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,16/03/2025,ARABELLA,SIN REGISTRO,MIGUEL HIDALGO,TLAHUAC,TLH-1,-99.04773105,19.2981462
4048,9930952,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,05/03/2025,ISABEL LA CATOLICA,NO SE ESPECIFICA,ÁLAMOS,BENITO JUAREZ,BJ-3,-99.14205645,19.39666705
4049,9930962,IZP-4,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,16/03/2025,ERMITA IZTAPALAPA,SIN REGISTRO,SAN PABLO - BARRIO,IZTAPALAPA,IZP-4,-99.08865083,19.35821842
4050,9930975,CEN-A,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,16/03/2025,IGNACIO ZARAGOZA,EJE 3 SUR,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
4051,9931023,UAT-MH-1,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,04/03/2025,MAESTRO RURAL,NO SE ESPECIFICA,UN HOGAR PARA NOSOTROS,MIGUEL HIDALGO,MH-1,-99.17102505,19.44848168
4052,9931086,UAT-BJ-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/03/2025,EJE 4 SUR XOLA,MONTE ALBAN,NARVARTE,BENITO JUAREZ,BJ-3,-99.15070966,19.39544843
4053,9931104,CEN-A,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,15/03/2025,ARTILLEROS,AVENIDA INGENIERO EDUARDO MOLINA,ESCUELA DE TIRO,VENUSTIANO CARRANZA,VC-1,-99.11445782,19.43202209
4054,9931113,IZP-8,ALTO IMPACTO,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA,18/03/2025,TLAHUAC,NO SE ESPECIFICA,EL ROSARIO,IZTAPALAPA,IZP-8,-99.06603947,19.30645279
4055,9931115,UAT-MH-1,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,09/03/2025,MAR NEGRO,NO SE ESPECIFICA,TACUBA,MIGUEL HIDALGO,MH-1,-99.18705672,19.45644351
4056,9931118,IZP-9,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,16/03/2025,INSURGENTES,CUARTA CUAUHTEMOC,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,IZP-9,-99.03604433,19.33853731
4057,9931124,FDS-2,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,06/03/2025,CERRADA UNO,SIN REGISTRO,LOMAS DE PUERTA GRANDE,ALVARO OBREGON,AO-2,-99.23287957,19.35764209
4058,9931137,UAT-VC-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,12/03/2025,ORIENTE 136,NORTE 17,MOCTEZUMA 2A SECCIÓN,VENUSTIANO CARRANZA,VC-2,-99.10581261,19.43337195
4059,9931195,UAT-VC-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,17/03/2025,TEXCOCO,FRANCISCO SARABIA,AEROPUERTO INTERNACIONAL BENITO JUÁREZ,VENUSTIANO CARRANZA,VC-63,-99.07523811,19.44370422
4060,9931216,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,15/03/2025,SAN RAUL,SAN RICARDO,PEDREGAL DE SANTA URSULA,COYOACAN,COY-4,-99.15501782,19.31456234
4061,9931229,UAT-MH-1,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,10/03/2025,CALZADA GENERAL MARIANO ESCOBEDO,NO SE ESPECIFICA,ANAHUAC,MIGUEL HIDALGO,MH-1,-99.18180496,19.45093516
4062,9931252,FDS-7,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,15/09/2024,NO RECUERDA,SIN REGISTRO,SIN REGISTRO,CUAUHTEMOC,FICUH-0,SIN REGISTRO,SIN REGISTRO
4063,9931270,UAT-IZC-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,17/03/2025,NO INDICA LUGAR DE HECHOS,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
4064,9931278,UAT-TLP-3,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,14/03/2025,VIDAL MARQUEZ,SIN REGISTRO,SAN MIGUEL TOPILEJO,TLALPAN,TLP-3,-99.14831556,19.19013095
4065,9931286,UAT-XO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,18/03/2025,CERRADA ZOQUIAQUE,NO SE ESPECIFICA,SANTA MARÍA TEPEPAN,XOCHIMILCO,XO-1,-99.14313979,19.26757358
4066,9931289,UAT-XO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,12/03/2025,FRANCISCO VILLA,CONTIUACION ALVARO OBREGON,LAS ANIMAS,XOCHIMILCO,XO-2,-99.01810303,19.25832076
4067,9931291,UAT-MH-1,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,12/03/2025,MAR NEGRO,NO SE ESPECIFICA,TACUBA,MIGUEL HIDALGO,MH-1,-99.18846622,19.45672297
4068,9931292,UAT-CUJ-1,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,18/03/2025,SIN LUGAR DE HECHOS,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
4069,9931313,UAT-VC-3,ALTO IMPACTO,ROBO A CUENTAHABIENTE SALIENDO DEL CAJERO CON VIOLENCIA,ROBO A TRANSEUNTE SALIENDO DEL BANCO CON VIOLENCIA,18/03/2025,FRAY SERVANDO TERESA DE MIER,SIN REGISTRO,ZONA CENTRO,VENUSTIANO CARRANZA,VC-1,-99.12334541,19.42265503
4070,9931324,UAT-IZP-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,14/03/2025,CASIMIRO DEL VALLE,SIN REGISTRO,UNIDAD VICENTE GUERRERO,IZTAPALAPA,IZP-5,-99.05365267,19.35645652
4071,9931333,UAT-TLP-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,15/03/2025,EJIDAL,NARANJOS,VISTAS DEL PEDREGAL,TLALPAN,TLP-1,-99.23373382,19.2737899
4072,9931344,UAT-GAM-3,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO OFICIAL CON VIOLENCIA,18/03/2025,FORTUNA,INSURGENTES,MAGDALENA DE LAS SALINAS,GUSTAVO A MADERO,GAM-3,-99.12862945,19.48183023
4073,9931375,UAT-AO-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,16/03/2025,NO SE ESPECIFICAN LAS CALLES,SIN REGISTRO,COLINAS DE TARANGO,ALVARO OBREGON,AO-2,-99.22143388,19.36326832
4074,9931384,CEN-A,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,14/03/2025,AYUNTAMIENTO,LERDO DE TEJADA,SAN PABLO - BARRIO,IZTAPALAPA,IZP-4,-99.09139869,19.36057223
4075,9931406,FDS-5,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA POR CONOCIDO,01/03/2025,PANUCO,SIN REGISTRO,IZTLAHUACÁN,IZTAPALAPA,IZP-10,-98.99825731,19.33928801
4076,9931418,UAT-AO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,18/03/2025,CALLE 4,SIN REGISTRO,SAN PEDRO DE LOS PINOS,ALVARO OBREGON,AO-1,-99.19019678,19.39110902
4077,9931424,UAT-GAM-7,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA DE FUEGO,18/03/2025,CENTENARIO,PERIFERICO,JUAN GONZÁLEZ ROMERO,GUSTAVO A MADERO,GAM-4,-99.09050739,19.5093077
4078,9931420,AZ-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,18/03/2025,TOCOMAN,SIN REGISTRO,SAN ANDRÉS,AZCAPOTZALCO,AZ-1,-99.17971095,19.49390145
4079,9931440,UAT-IZC-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA CON VIOLENCIA,18/03/2025,ORIENTE 116,SUR 145,AMPLIACIÓN GABRIEL RAMOS MILLÁN,IZTACALCO,IZC-2,-99.09798324,19.38872459
4080,9931448,CUH-5,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,17/03/2024,PASEO DE LA REFORMA,SIN REGISTRO,TABACALERA,CUAUHTEMOC,CUH-5,-99.15214536,19.434495
4081,9931460,IZP-9,ALTO IMPACTO,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,LESIONES INTENCIONALES POR ARMA DE FUEGO,18/03/2025,NO SE ESPECIFICA EL LUGAR DE LOS HECHOS,NOTIFICACIÓN DEL HOSPITAL GENERAL DE IZTAPALAPA,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
4082,9931468,UAT-COY-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,16/03/2025,ESCOCIA,SIN REGISTRO,PARQUE SAN ANDRÉS,COYOACAN,COY-2,-99.14701098,19.34835183
4083,9931471,AEJPA,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,18/03/2025,16 DE SEPTIEMBRRE,GASODUCTO,SANTA INES,AZCAPOTZALCO,AZ-1,-99.19165823,19.49750597
4084,9931474,CUH-5,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,18/03/2025,TOMAS ALBA EDISON,SIN REGISTRO,SAN RAFAEL,CUAUHTEMOC,CUH-5,-99.15781756,19.43871642
4085,9931496,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,18/03/2025,RIO NILO,SIN REGISTRO,CUAUHTÉMOC,CUAUHTEMOC,CUH-5,-99.17153066,19.42802201
4086,9931507,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,18/03/2025,CALZADA MEXICO XOCHIMILCO,SIN REGISTRO,GUADALUPE TLALPAN,TLALPAN,TLP-4,-99.14579755,19.28813645
4087,9931512,CEN-A,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,28/02/2025,ADOLFO LOPEZ MATEOS,ADOLFO LOPEZ MATEOS,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
4088,9931513,CEN-A,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,17/03/2025,UNIVERSIDAD,ENTRE SAN LORENZO Y MUNICIPIO LIBRE,DEL VALLE CENTRO,BENITO JUAREZ,BJ-2,-99.16431946,19.37176076
4089,9931514,CEN-A,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,15/03/2025,ALVARO OBREGON,CORDOBA,ROMA NORTE,CUAUHTEMOC,CUH-7,-99.15816092,19.41872269
4090,9931516,CEN-A,ALTO IMPACTO,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA,17/03/2025,TENOCHTITLAN,CALLEJON OJO DE AGUA,SANTA CRUZ ACALPIXCA - PUEBLO,XOCHIMILCO,XO-2,-99.072749,19.24804952
4091,9931559,2,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA BLANCA,19/03/2025,JOROBA 5 DE LA VW DE PRINCIPAL DE LOS 5,SIN REGISTRO,CENTRAL DE ABASTO,IZTAPALAPA,IZP-3,-99.08780158,19.3682108
4092,9931565,UAT-MH-4,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,15/03/2025,JALISCO E ITURBE,NO SE ESPECIFICA,TACUBAYA,MIGUEL HIDALGO,MH-5,-99.18736249,19.4019721
4093,9931624,CEN-B,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,17/03/2025,BAJA CALIFORNIA,INSURGENTES,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
